0,0,0
1,0,0
2,0,0
3,0,0
4,528,540
5,528,540
6,528,540
7,528,540
8,4,540
9,4,540
10,0,0
11,0,0
12,532,540
13,532,540
14,528,540
15,528,540
16,12,540
17,12,540
18,8,540
19,8,540
20,540,540
21,540,540
22,536,540
23,536,540
24,12,540
25,12,540
26,12,540
27,12,540
28,540,540
29,540,540
30,540,540
31,540,540
32,552,572
33,552,572
34,552,572
35,552,572
36,568,572
37,568,572
38,568,572
39,568,572
40,556,572
41,556,572
42,552,572
43,552,572
44,572,572
45,572,572
46,568,572
47,568,572
48,556,572
49,556,572
50,552,572
51,552,572
52,572,572
53,572,572
54,568,572
55,568,572
56,556,572
57,556,572
58,556,572
59,556,572
60,572,572
61,572,572
62,572,572
63,572,572
64,0,0
65,0,0
66,0,0
67,0,0
68,528,540
69,528,540
70,528,540
71,528,540
72,4,540
73,4,540
74,0,0
75,0,0
76,532,540
77,532,540
78,528,540
79,528,540
80,12,540
81,12,540
82,8,540
83,8,540
84,540,540
85,540,540
86,536,540
87,536,540
88,12,540
89,12,540
90,12,540
91,12,540
92,540,540
93,540,540
94,540,540
95,540,540
96,552,572
97,552,572
98,552,572
99,552,572
100,568,572
101,568,572
102,568,572
103,568,572
104,556,572
105,556,572
106,552,572
107,552,572
108,572,572
109,572,572
110,568,572
111,568,572
112,556,572
113,556,572
114,552,572
115,552,572
116,572,572
117,572,572
118,568,572
119,568,572
120,556,572
121,556,572
122,556,572
123,556,572
124,572,572
125,572,572
126,572,572
127,572,572
128,64,0
129,64,0
130,64,0
131,64,0
132,592,540
133,592,540
134,592,540
135,592,540
136,68,540
137,68,540
138,64,0
139,64,0
140,596,540
141,596,540
142,592,540
143,592,540
144,76,540
145,76,540
146,72,540
147,72,540
148,604,540
149,604,540
150,600,540
151,600,540
152,76,540
153,76,540
154,76,540
155,76,540
156,604,540
157,604,540
158,604,540
159,604,540
160,552,572
161,552,572
162,552,572
163,552,572
164,568,572
165,568,572
166,568,572
167,568,572
168,556,572
169,556,572
170,552,572
171,552,572
172,572,572
173,572,572
174,568,572
175,568,572
176,556,572
177,556,572
178,552,572
179,552,572
180,572,572
181,572,572
182,568,572
183,568,572
184,556,572
185,556,572
186,556,572
187,556,572
188,572,572
189,572,572
190,572,572
191,572,572
192,64,0
193,64,0
194,64,0
195,64,0
196,592,540
197,592,540
198,592,540
199,592,540
200,68,540
201,68,540
202,64,0
203,64,0
204,596,540
205,596,540
206,592,540
207,592,540
208,76,540
209,76,540
210,72,540
211,72,540
212,604,540
213,604,540
214,600,540
215,600,540
216,76,540
217,76,540
218,76,540
219,76,540
220,604,540
221,604,540
222,604,540
223,604,540
224,552,572
225,552,572
226,552,572
227,552,572
228,568,572
229,568,572
230,568,572
231,568,572
232,556,572
233,556,572
234,552,572
235,552,572
236,572,572
237,572,572
238,568,572
239,568,572
240,556,572
241,556,572
242,552,572
243,552,572
244,572,572
245,572,572
246,568,572
247,568,572
248,556,572
249,556,572
250,556,572
251,556,572
252,572,572
253,572,572
254,572,572
255,572,572
256,0,0
257,0,0
258,0,0
259,0,0
260,528,540
261,528,540
262,528,540
263,528,540
264,4,540
265,4,540
266,0,0
267,0,0
268,532,540
269,532,540
270,528,540
271,528,540
272,12,540
273,12,540
274,8,540
275,8,540
276,540,540
277,540,540
278,536,540
279,536,540
280,12,540
281,12,540
282,12,540
283,12,540
284,540,540
285,540,540
286,540,540
287,540,540
288,552,572
289,552,572
290,552,572
291,552,572
292,568,572
293,568,572
294,568,572
295,568,572
296,556,572
297,556,572
298,552,572
299,552,572
300,572,572
301,572,572
302,568,572
303,568,572
304,556,572
305,556,572
306,552,572
307,552,572
308,572,572
309,572,572
310,568,572
311,568,572
312,556,572
313,556,572
314,556,572
315,556,572
316,572,572
317,572,572
318,572,572
319,572,572
320,0,0
321,0,0
322,0,0
323,0,0
324,528,540
325,528,540
326,528,540
327,528,540
328,4,540
329,4,540
330,0,0
331,0,0
332,532,540
333,532,540
334,528,540
335,528,540
336,12,540
337,12,540
338,8,540
339,8,540
340,540,540
341,540,540
342,536,540
343,536,540
344,12,540
345,12,540
346,12,540
347,12,540
348,540,540
349,540,540
350,540,540
351,540,540
352,552,572
353,552,572
354,552,572
355,552,572
356,568,572
357,568,572
358,568,572
359,568,572
360,556,572
361,556,572
362,552,572
363,552,572
364,572,572
365,572,572
366,568,572
367,568,572
368,556,572
369,556,572
370,552,572
371,552,572
372,572,572
373,572,572
374,568,572
375,568,572
376,556,572
377,556,572
378,556,572
379,556,572
380,572,572
381,572,572
382,572,572
383,572,572
384,64,0
385,64,0
386,64,0
387,64,0
388,592,540
389,592,540
390,592,540
391,592,540
392,68,540
393,68,540
394,64,0
395,64,0
396,596,540
397,596,540
398,592,540
399,592,540
400,76,540
401,76,540
402,72,540
403,72,540
404,604,540
405,604,540
406,600,540
407,600,540
408,76,540
409,76,540
410,76,540
411,76,540
412,604,540
413,604,540
414,604,540
415,604,540
416,552,572
417,552,572
418,552,572
419,552,572
420,568,572
421,568,572
422,568,572
423,568,572
424,556,572
425,556,572
426,552,572
427,552,572
428,572,572
429,572,572
430,568,572
431,568,572
432,556,572
433,556,572
434,552,572
435,552,572
436,572,572
437,572,572
438,568,572
439,568,572
440,556,572
441,556,572
442,556,572
443,556,572
444,572,572
445,572,572
446,572,572
447,572,572
448,64,0
449,64,0
450,64,0
451,64,0
452,592,540
453,592,540
454,592,540
455,592,540
456,68,540
457,68,540
458,64,0
459,64,0
460,596,540
461,596,540
462,592,540
463,592,540
464,76,540
465,76,540
466,72,540
467,72,540
468,604,540
469,604,540
470,600,540
471,600,540
472,76,540
473,76,540
474,76,540
475,76,540
476,604,540
477,604,540
478,604,540
479,604,540
480,552,572
481,552,572
482,552,572
483,552,572
484,568,572
485,568,572
486,568,572
487,568,572
488,556,572
489,556,572
490,552,572
491,552,572
492,572,572
493,572,572
494,568,572
495,568,572
496,556,572
497,556,572
498,552,572
499,552,572
500,572,572
501,572,572
502,568,572
503,568,572
504,556,572
505,556,572
506,556,572
507,556,572
508,572,572
509,572,572
510,572,572
511,572,572
512,0,0
513,0,0
514,0,0
515,0,0
516,528,540
517,528,540
518,528,540
519,528,540
520,4,540
521,4,540
522,0,0
523,0,0
524,532,540
525,532,540
526,528,540
527,528,540
528,12,540
529,12,540
530,8,540
531,8,540
532,540,540
533,540,540
534,536,540
535,536,540
536,12,540
537,12,540
538,12,540
539,12,540
540,540,540
541,540,540
542,540,540
543,540,540
544,552,572
545,552,572
546,552,572
547,552,572
548,568,572
549,568,572
550,568,572
551,568,572
552,556,572
553,556,572
554,552,572
555,552,572
556,572,572
557,572,572
558,568,572
559,568,572
560,556,572
561,556,572
562,552,572
563,552,572
564,572,572
565,572,572
566,568,572
567,568,572
568,556,572
569,556,572
570,556,572
571,556,572
572,572,572
